SalesID,SalePrice,MachineID,datasource,auctioneerID,MachineHoursCurrentMeter,ProductSize,state,Drive_System,Enclosure,Forks,Ride_Control,Transmission,Hydraulics,Ripper,Tire_Size,Coupler,Track_Type,Undercarriage_Pad_Width,Stick_Length,Thumb,Pattern_Changer,Grouser_Type,ModelID_ma,fiModelDesc_ma,fiBaseModel_ma,fiSecondaryDesc_ma,fiProductClassDesc_ma,ProductGroup_ma,ProductGroupDesc_ma,MfgYear,fiManufacturerID,fiManufacturerDesc,PrimarySizeBasis,PrimaryLower,saledays
1744898,26000,1557309,132,6,0,3,48,0,1,0,0,0,11,0,0,0,2,14,0,0,0,1,2219,2193,925,0,30,12,12,1986,103,43,5,21.0,36135
1438240,25000,1504553,132,1,0,6,35,0,1,0,0,0,11,0,0,0,2,0,2,0,0,1,3466,320,142,12,24,12,12,1998,26,10,5,12.0,38970
1624093,15000,1135570,132,2,0,0,9,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4603,308,140,26,11,3,3,1992,43,37,4,14.0,36454
1385705,11500,1382337,132,1,0,0,13,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7014,213,97,0,64,11,10,2000,26,10,3,1601.0,37523
2331198,15000,1692948,136,0,0,0,14,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4639,456,187,20,12,3,3,1989,43,37,4,15.0,39617
2339203,23000,1674240,136,1,0,4,9,0,4,1,0,0,1,0,6,2,0,0,0,0,0,0,4736,717,260,38,94,23,22,2000,43,37,1,150.0,39858
1284216,22500,1346240,132,1,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3178,676,250,82,11,3,3,1995,25,9,4,14.0,36583
4262438,27000,890563,172,1,16879,3,43,0,3,0,0,0,11,0,0,0,2,0,5,0,0,1,1355,420,170,0,39,12,12,1997,26,10,5,50.0,40449
1433480,48000,1484400,132,22,0,4,23,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1614,1489,528,38,76,15,15,1987,26,10,1,160.0,36783
1188230,21000,1039745,121,3,1055,4,6,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,3853,1127,413,12,93,23,22,1965,26,10,1,135.0,39896
4303273,21000,2278904,172,1,4022,4,20,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1605,1480,528,26,75,15,15,1985,26,10,1,130.0,40161
1439103,67000,399228,132,5,0,4,7,0,3,0,0,0,2,0,6,2,0,0,0,0,0,0,3807,1099,402,36,94,23,22,1998,26,10,1,150.0,38162
2268177,32500,1265452,136,1,0,0,9,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,3350,30,15,36,54,7,7,1978,26,10,1,45.0,39858
1345964,15000,606049,132,1,0,3,23,0,1,0,0,0,11,0,0,0,2,0,0,0,0,1,7013,208,96,0,37,12,12,1981,26,10,5,40.0,36701
1369054,15000,1431065,132,1,0,2,5,0,4,0,0,6,1,1,0,0,0,0,0,0,0,0,4146,1540,538,38,79,15,15,1969,26,10,1,260.0,37695
2413189,54000,1417590,136,2,0,4,9,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,12004,2763,1211,0,95,23,22,2004,103,43,1,175.0,39300
2753294,92000,1859541,149,2,0,4,9,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,23882,1929,761,0,96,23,22,2006,176,76,1,200.0,40570
1304944,8000,81772,132,1,0,0,20,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,3356,39,14,34,54,7,7,1968,26,10,1,45.0,37794
1797243,11000,314180,132,1,0,0,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9552,912,316,0,64,11,10,1999,121,6,3,1601.0,38956
1285968,45000,1342230,132,11,0,0,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,3204,738,268,36,78,15,15,1994,25,9,1,20.0,35149
1608181,47000,1249260,132,1,0,0,13,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,4700,609,236,36,92,23,22,1995,43,37,1,120.0,37228
1660336,22500,1103316,132,12,0,0,41,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4991,640,241,30,14,3,3,1997,55,20,0,0.0,36968
1593656,10000,1096288,132,1,0,0,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7999,216,98,0,63,11,10,2000,43,37,3,1351.0,40225
1364227,16000,152344,132,4,0,0,9,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,7267,1092,400,0,89,23,22,1983,26,10,1,100.0,38388
1621662,26000,1394529,132,2,0,0,32,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4602,307,140,20,11,3,3,1989,43,37,4,14.0,36110
1448253,92500,1312679,132,6,0,0,31,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,3362,55,22,36,51,7,7,1990,26,10,1,145.0,35815
1520462,107500,1192384,132,1,0,0,44,0,3,0,0,0,5,3,0,0,0,0,0,0,0,0,23937,82,32,38,52,7,7,1996,26,10,1,170.0,38844
1213677,103000,101135,121,3,4084,4,4,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1625,1494,528,60,75,15,15,2006,26,10,1,130.0,40645
4367484,100000,2268336,172,1,2663,3,44,0,3,0,0,0,11,0,0,0,2,0,0,1,0,1,2415,386,159,0,32,12,12,2008,111,47,5,28.0,40644
2347989,13500,1711818,136,1,0,0,44,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4603,308,140,26,11,3,3,1995,43,37,4,14.0,40336
1216214,38000,1000562,121,3,2736,0,25,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4642,459,187,36,12,3,3,2004,43,37,4,15.0,40757
2413178,72500,1373132,136,1,0,4,9,0,3,0,0,0,1,0,7,0,0,0,0,0,0,0,12004,2763,1211,0,95,23,22,2003,103,43,1,175.0,39363
1199499,40000,264287,121,3,9697,4,41,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,13864,1487,528,38,76,15,15,1993,26,10,1,160.0,40253
1277043,13000,1233308,132,4,0,1,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3315,2698,1193,12,104,23,22,1988,25,9,1,80.0,37660
2337360,14000,1668194,136,0,0,0,10,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4659,512,202,36,89,23,22,1995,43,37,1,100.0,39166
2409557,60000,1334536,136,1,0,2,17,0,3,0,0,6,1,1,0,0,0,0,0,0,0,0,260,1457,533,33,77,15,15,2003,103,43,1,190.0,40335
1595377,8500,1417212,132,6,0,0,20,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,8089,454,187,0,12,3,3,1977,43,37,4,15.0,33503
6258924,33000,1925006,149,1,0,0,5,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,13252,680,250,83,11,3,3,2004,25,9,4,14.0,40821
1473101,17500,1106124,132,2,0,5,32,0,1,0,0,0,11,0,0,0,2,4,0,0,0,1,7511,1592,570,0,40,12,12,1991,26,10,5,6.0,38001
2316361,85000,140818,136,7,2364,3,41,0,3,0,0,0,11,0,0,0,2,14,20,0,1,2,1169,346,149,20,30,12,12,2006,26,10,5,21.0,39741
1276698,8500,1170701,132,2,0,0,32,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,6633,112,51,0,63,11,10,1993,25,9,3,1351.0,35446
4367567,29000,2291772,172,1,14777,3,37,0,1,0,0,0,4,0,0,0,2,0,0,1,0,1,5436,483,195,68,32,12,12,1996,111,47,5,28.0,40637
1334323,85000,223935,132,5,0,3,7,0,3,0,0,0,11,0,0,0,2,13,0,0,1,2,1211,368,155,12,32,12,12,1997,26,10,5,28.0,37434
1461923,12000,1124572,132,1,0,0,44,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,47,476,192,0,12,3,3,1991,26,10,4,15.0,37417
2348799,23000,1717652,136,1,0,0,9,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4604,309,140,30,11,3,3,1999,43,37,4,14.0,39858
4286005,27500,1220292,172,1,4579,3,17,0,1,0,0,0,4,0,0,0,2,0,8,0,0,1,1183,354,149,0,30,12,12,1994,26,10,5,21.0,40496
1637816,21500,1198622,132,7,1504,0,1,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4606,313,140,71,11,3,3,2000,43,37,4,14.0,40784
1521437,25000,801221,132,1,0,0,9,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1561,1392,518,38,81,15,15,1996,26,10,1,85.0,37341
2234665,34000,1319349,136,1,0,3,15,0,1,0,0,0,4,0,0,0,2,0,20,0,0,1,7070,340,149,0,30,12,12,1994,26,10,5,21.0,39386
1594425,30000,1245858,132,8,0,6,24,0,1,0,0,0,11,0,0,0,2,11,20,0,0,2,4675,574,223,30,24,12,12,1995,43,37,5,12.0,38250
1450172,30000,189205,132,1,0,0,6,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,3359,46,18,36,50,7,7,1976,26,10,1,130.0,35225
1610149,42000,1223502,132,4,0,0,9,0,1,0,0,0,1,0,6,2,0,0,0,0,0,0,4701,611,236,38,92,23,22,2000,43,37,1,120.0,39124
2456018,27500,1781639,136,1,0,0,10,0,3,0,0,0,1,0,6,2,0,0,0,0,0,0,5887,1976,791,20,92,23,22,1995,176,76,1,120.0,39398
1746203,10000,1539005,132,10,0,0,18,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,188,1306,511,63,78,15,15,1988,103,43,1,20.0,40252
1376046,27000,625992,132,1,0,0,49,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,107,1349,509,20,78,15,15,1991,26,10,1,20.0,35689
2239130,62500,1233809,136,1,0,4,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1623,1492,528,56,75,15,15,1999,26,10,1,130.0,39594
2331807,28000,1710124,136,0,0,0,25,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,4775,784,280,12,54,7,7,1990,43,37,1,45.0,39161
1636386,35000,1541744,132,1,0,0,9,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4604,309,140,30,11,3,3,2000,43,37,4,14.0,37901
1149922,63000,473954,121,3,2665,0,44,0,4,0,0,6,3,2,0,0,0,0,0,0,0,0,4116,1420,522,36,81,15,15,2003,26,10,1,85.0,38993
1259465,8250,1321326,132,2,0,0,17,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,6788,660,250,0,11,3,3,1979,25,9,4,14.0,33857
1815046,20000,1229352,132,2,0,0,30,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,17285,1177,442,0,10,3,3,2004,121,6,4,0.0,38797
1324049,44000,1194566,132,4,0,4,9,0,4,0,0,0,1,0,6,2,0,0,0,0,0,0,3822,1107,407,30,94,23,22,1988,26,10,1,150.0,38759
1462348,81000,785301,132,1,0,4,9,0,3,1,0,0,3,0,6,2,0,0,0,0,0,0,4336,1865,721,36,94,23,22,1999,26,10,1,150.0,37753
1352193,62500,246959,132,11,0,4,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1596,1430,522,56,74,15,15,1998,26,10,1,105.0,36963
1639140,33000,1242925,132,10,0,0,18,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4605,311,140,36,11,3,3,2001,43,37,4,14.0,38697
1283656,19000,1117135,132,23,0,0,30,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3170,666,250,46,11,3,3,1988,25,9,4,14.0,35481
1608056,25000,1172965,132,1,0,4,5,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,4753,731,264,36,95,23,22,1994,43,37,1,175.0,39951
1376123,29500,1278701,132,2,0,0,38,0,4,0,0,6,3,0,0,0,0,0,0,0,0,0,107,1349,509,20,78,15,15,1992,26,10,1,20.0,35404
1601507,41000,1546248,132,1,4426,6,33,0,3,0,0,0,4,0,0,0,2,0,0,0,0,1,11390,80,32,20,25,12,12,2005,43,37,5,14.0,40447
2698952,21000,1173787,149,1,7482,4,9,0,3,0,0,0,1,0,8,0,0,0,0,0,0,0,607,2749,1209,0,93,23,22,2000,103,43,1,135.0,40476
1645591,13000,1425710,132,4,0,0,9,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4792,830,290,12,13,3,3,1988,43,37,4,16.0,40215
1532765,15500,1410906,132,2,0,5,38,0,3,0,0,0,4,0,0,0,2,4,0,0,0,1,7052,293,138,0,40,12,12,1995,26,10,5,6.0,37888
2336398,26000,1416354,136,7,0,0,1,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1878,628,239,38,80,15,15,2004,43,37,1,75.0,39978
2435365,17500,1722833,136,0,0,2,22,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,9595,1956,776,0,100,23,22,1988,122,52,1,350.0,39749
1404875,15000,402307,132,2,0,0,35,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,7110,464,190,0,11,3,3,1988,26,10,4,14.0,36272
2244666,18000,1153335,136,1,0,0,5,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3567,517,204,12,13,3,3,1994,26,10,4,16.0,39873
2694267,10000,224375,149,2,1879,1,44,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,23795,2712,1201,0,103,23,22,1990,103,43,1,60.0,40713
2692917,37500,1075809,149,12,0,0,41,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,216,1344,517,67,81,15,15,2006,103,43,1,85.0,40707
2199942,15000,1021553,136,1,8247,3,6,0,3,0,0,0,11,0,0,0,2,0,3,0,0,2,3259,1061,386,12,34,12,12,1995,25,9,5,33.0,39580
1445735,41000,986870,132,1,0,0,6,0,1,0,0,0,5,3,3,0,0,0,0,0,0,0,3362,55,22,36,51,7,7,1979,26,10,1,145.0,33316
2270017,27500,831692,136,5,0,6,7,0,1,0,0,0,11,0,0,0,2,5,0,0,0,2,3463,317,141,12,23,12,12,1997,26,10,5,11.0,39246
1287052,15500,1151962,132,1,0,0,13,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3171,668,250,47,11,3,3,1995,25,9,4,14.0,37593
1332627,97000,402329,132,1,0,3,9,0,3,0,0,0,11,0,0,0,2,0,22,0,0,1,1192,360,152,12,30,12,12,2001,26,10,5,21.0,38032
2523827,41000,1469277,149,1,0,4,23,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1596,1430,522,56,74,15,15,1999,26,10,1,105.0,40657
1585830,31500,1420462,132,4,0,6,18,0,1,0,0,0,11,0,0,0,2,11,0,0,0,2,8165,572,223,0,42,12,12,1985,43,37,5,8.0,34436
1411677,75000,1341546,132,5,0,4,30,0,3,0,0,0,1,0,9,0,0,0,0,0,0,0,3878,1142,418,34,99,23,22,1993,26,10,1,275.0,37251
1281340,18500,1502435,132,1,0,0,44,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3170,666,250,46,11,3,3,1988,25,9,4,14.0,34680
1327705,18000,848392,132,5,0,0,7,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,4112,1411,522,12,81,15,15,1982,26,10,1,85.0,37370
2242401,25000,1482404,136,1,0,0,43,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3538,466,190,20,11,3,3,1997,26,10,4,14.0,39280
1520105,32000,19913,132,8,0,0,24,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,2758,1415,522,20,81,15,15,1996,26,10,1,85.0,37515
1364343,20500,1535369,132,9,0,0,9,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,7267,1092,400,0,89,23,22,1984,26,10,1,100.0,38033
2553491,34000,1276019,149,1,0,0,9,0,1,0,0,0,5,0,3,0,0,0,0,0,0,0,3350,30,15,36,54,7,7,1980,26,10,1,45.0,40587
1791706,4750,1518299,132,2,0,0,35,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,36018,598,233,0,61,11,10,1980,121,6,3,0.0,36118
1617414,21500,1100741,132,2,0,0,32,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,4638,455,187,12,12,3,3,1985,43,37,4,15.0,34809
1739646,23000,1294628,132,1,0,3,51,0,1,0,0,0,4,0,0,0,2,0,20,0,0,1,367,2192,925,0,28,12,12,1985,103,43,5,19.0,35722
2412396,19000,1368254,136,1,0,4,49,0,1,0,0,0,1,0,8,1,0,0,0,0,0,0,634,2774,1215,0,98,23,22,1995,103,43,1,250.0,39888
1158018,14500,1011857,121,3,77,0,33,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,7014,213,97,0,64,11,10,2002,26,10,3,1601.0,38825
1488473,28500,831692,132,2,0,6,7,0,1,0,0,0,11,0,0,0,2,5,0,0,0,2,3463,317,141,12,23,12,12,1997,26,10,5,11.0,39037
4294181,37000,1456082,172,1,4992,6,20,0,3,0,0,0,11,0,0,0,2,0,22,0,0,1,3468,322,142,20,24,12,12,2001,26,10,5,12.0,40412
1781166,11500,1241718,132,2,0,0,30,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,16768,1202,464,0,10,3,3,2003,106,44,4,0.0,39161
1808342,11000,1409006,132,1,0,0,44,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,9552,912,316,0,64,11,10,2000,121,6,3,1601.0,38775
1281244,12250,1104139,132,18,0,0,32,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3170,666,250,46,11,3,3,1988,25,9,4,14.0,36055
1472760,17250,1401840,132,9,0,5,41,0,1,0,0,0,11,0,0,0,1,0,0,0,0,1,7511,1592,570,0,40,12,12,1990,26,10,5,6.0,38216
1806527,18000,1157450,132,1,0,5,5,0,1,0,0,0,11,0,0,2,1,0,0,0,0,1,9511,397,164,0,35,12,12,2000,121,6,5,4.0,39138
1401018,21000,10346,132,1,0,0,1,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,4090,1348,509,20,78,15,15,1988,26,10,1,20.0,33412
1585466,77500,1441058,132,1,0,3,9,0,3,0,0,0,11,0,0,0,2,0,8,0,0,1,4667,544,207,0,37,12,12,1999,43,37,5,40.0,38396
1405615,14000,1555879,132,1,0,0,20,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,43,470,190,0,11,3,3,1990,26,10,4,14.0,36876
2395573,20000,1742963,136,0,0,0,5,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,8913,1996,803,0,89,23,22,1992,99,41,1,100.0,39681
2233244,59000,46537,136,1,0,3,44,0,3,0,0,0,11,0,0,0,2,0,22,0,0,1,1355,420,170,0,39,12,12,1997,26,10,5,50.0,39315
1726531,14000,1097339,132,1,0,1,13,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,601,2740,1207,0,88,23,22,1997,103,43,1,0.0,36793
1618877,19000,1349611,132,1,0,0,44,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,24488,520,207,0,78,15,15,1986,43,37,1,20.0,34073
1481636,26000,1373904,132,6,0,2,52,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7291,1146,419,0,100,23,22,1975,26,10,1,350.0,34952
1790135,13500,1303912,132,1,0,5,44,0,3,0,0,0,4,0,0,2,1,0,0,0,0,1,17238,389,160,26,33,12,12,2003,121,6,5,3.0,39209
1211290,19000,795377,121,3,1423,5,9,0,3,0,0,0,4,0,0,0,1,0,0,0,1,1,3450,282,132,20,29,12,12,2007,26,10,5,2.0,40596
2347763,16000,1661840,136,1,0,0,9,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4595,274,128,26,10,3,3,1993,43,37,4,0.0,39594
2705799,45000,1870107,149,1,0,0,44,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,16679,2732,1205,0,92,23,22,2005,103,43,1,120.0,40644
1525014,39500,901636,132,6,0,6,9,0,1,0,0,0,11,0,0,0,2,12,0,0,0,2,7054,316,141,0,23,12,12,1994,26,10,5,11.0,35835
1453529,32000,1515469,132,6,0,4,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3854,1128,413,20,94,23,22,1979,26,10,1,150.0,35134
1461897,25000,1435399,132,1,0,0,44,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,47,476,192,0,12,3,3,1990,26,10,4,15.0,34878
2260418,20000,1302441,136,1,0,4,5,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,3854,1128,413,20,94,23,22,1973,26,10,1,150.0,40308
1407725,81000,611776,132,1,0,4,44,0,3,1,0,0,1,0,7,2,0,0,0,0,0,0,77,1109,407,34,94,23,22,1997,26,10,1,150.0,36969
1641471,7500,1122193,132,1,0,0,9,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,7999,216,98,0,63,11,10,2003,43,37,3,1351.0,40321
2695049,19000,1312185,149,1,0,2,13,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,264,1463,533,63,77,15,15,1977,103,43,1,190.0,40370
2399799,29000,1683656,136,0,1419,0,1,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,9133,2807,1227,0,11,3,3,2002,103,43,4,14.0,39393
1754798,35000,1092478,132,1,0,2,9,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,265,1465,533,67,77,15,15,1996,103,43,1,190.0,39131
1306931,82500,1323175,132,1,0,2,5,0,4,0,0,6,1,1,0,0,0,0,0,0,0,0,4156,1550,543,47,79,15,15,1983,26,10,1,260.0,39053
2456404,42000,1722998,136,1,0,4,31,0,3,0,0,0,1,0,6,0,0,0,0,0,0,0,5893,1983,794,26,94,23,22,2000,176,76,1,150.0,39627
1190693,10500,1012481,121,3,2497,5,33,0,1,0,0,0,11,0,0,2,1,0,0,0,0,1,9508,387,160,0,33,12,12,2002,121,6,5,3.0,39945
1454994,35000,1474894,132,1,0,2,49,0,4,0,0,6,1,1,0,0,0,0,0,0,0,0,4147,1541,538,46,79,15,15,1975,26,10,1,260.0,34303
1360546,67500,1126384,132,1,0,4,49,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,24274,1486,528,38,76,15,15,1991,26,10,1,160.0,36053
2354766,10500,1691408,136,0,0,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,1874,624,239,36,80,15,15,1989,43,37,1,75.0,39793
1472269,12250,1151095,132,9,0,5,9,0,1,0,0,0,4,0,0,0,2,4,0,0,0,2,7511,1592,570,0,40,12,12,1989,26,10,5,6.0,36941
1755192,26000,1219104,132,1,0,2,10,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,259,1456,533,33,77,15,15,1997,103,43,1,190.0,38957
2467234,15000,1219918,136,1,4457,5,49,0,1,0,0,0,4,0,0,0,1,0,0,1,0,1,20090,2618,1135,0,35,12,12,2004,750,65,5,4.0,40301
1712176,32000,1413868,132,1,0,3,20,0,1,0,0,0,11,0,0,0,2,0,0,0,0,1,8869,1884,731,0,32,12,12,2002,92,36,5,28.0,39720
2199065,42000,1703207,136,1,2625,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,25145,1004,357,46,81,15,15,2005,25,9,1,85.0,39495
1614951,40000,1452839,132,2,0,3,29,0,1,0,0,0,11,0,0,0,2,0,0,0,0,1,1907,811,286,30,28,12,12,1998,43,37,5,19.0,38239
1458158,61000,1128800,132,4,0,2,9,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,4140,1516,536,38,77,15,15,1988,26,10,1,190.0,38759
1594223,13500,1350280,132,1,0,0,6,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,8009,236,107,0,64,11,10,2000,43,37,3,1601.0,39516
1445721,48000,1138731,132,1,0,0,44,0,1,0,0,0,5,3,0,0,0,0,0,0,0,0,3362,55,22,36,51,7,7,1979,26,10,1,145.0,35219
1481439,15000,1365051,132,4,0,2,9,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,7291,1146,419,0,100,23,22,1973,26,10,1,350.0,33272
1459906,11500,1309840,132,27,0,0,33,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,7428,1292,509,0,78,15,15,1977,26,10,1,20.0,38826
1306037,8500,1332434,132,11,0,0,24,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,6974,27,15,0,54,7,7,1970,26,10,1,45.0,36402
1319464,29000,1291437,132,1,0,0,46,2,1,1,0,6,0,0,0,0,0,0,0,0,0,0,3538,466,190,20,11,3,3,1996,26,10,4,14.0,38126
1655527,24500,1183243,132,11,0,0,24,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,11516,1734,634,0,80,15,15,1987,54,19,1,75.0,34718
1731021,45000,1176743,132,2,0,0,9,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,216,1344,517,67,81,15,15,2002,103,43,1,85.0,38756
2554780,15000,39279,149,1,8245,0,18,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,13792,1378,518,20,80,15,15,1997,26,10,1,75.0,40699
2347716,8500,1719909,136,0,0,0,23,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,4578,150,75,20,10,3,3,1990,43,37,4,0.0,39257
1683875,36000,1382932,132,1,0,3,44,0,3,0,0,0,11,0,0,0,2,0,20,0,0,1,11594,1655,601,0,27,12,12,1995,74,27,5,16.0,37879
2214922,31500,1343393,136,2,0,4,44,0,4,0,0,4,1,1,0,0,0,0,0,0,0,0,4124,1479,528,26,75,15,15,1980,26,10,1,130.0,39349
1511698,16000,1166438,132,10,0,0,18,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,7464,1397,522,0,81,15,15,1968,26,10,1,85.0,35038
1291909,12000,1371650,132,14,4882,0,14,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,3160,619,239,30,78,15,15,1994,25,9,1,20.0,40751
1755247,95000,1265713,132,1,0,2,33,0,4,0,0,6,1,0,0,0,0,0,0,0,0,0,265,1465,533,67,77,15,15,1997,103,43,1,190.0,36269
1422188,35000,1121727,132,15,0,4,38,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,3877,1141,418,20,99,23,22,1982,26,10,1,275.0,37943
1748962,27000,1361981,132,6,0,2,17,0,1,0,0,6,1,0,0,0,0,0,0,0,0,0,257,1453,533,30,77,15,15,2008,103,43,1,190.0,35777
4251387,14000,2287072,172,1,2745,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,25175,657,248,59,10,3,3,2005,25,9,4,0.0,40135
2645106,25000,1868071,149,1,2476,0,28,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4605,311,140,36,11,3,3,2004,43,37,4,14.0,40624
2346902,6500,1781659,136,1,1491,0,5,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,14286,219,98,0,63,11,10,2004,43,37,3,1351.0,39873
2348402,19000,1666058,136,1,0,0,20,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4604,309,140,30,11,3,3,1997,43,37,4,14.0,39356
2204636,40000,1077218,136,1,0,4,9,0,3,0,0,0,1,0,7,2,0,0,0,0,0,0,13284,965,345,20,95,23,22,1999,25,9,1,175.0,39224
1633595,23000,1454892,132,1,0,0,44,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4604,309,140,30,11,3,3,1999,43,37,4,14.0,39315
2368743,11000,1162981,136,2,0,6,35,0,3,0,0,0,11,0,0,0,2,7,0,0,0,1,8713,1636,595,0,24,12,12,1989,74,27,5,12.0,39926
1639756,30000,1436801,132,1,0,0,20,2,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4605,311,140,36,11,3,3,2002,43,37,4,14.0,38992
1402297,43000,1495908,132,1,0,0,13,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,3362,55,22,36,51,7,7,1992,26,10,1,145.0,37871
1561868,16000,1183293,132,2,0,0,9,0,3,0,0,0,11,0,0,2,0,0,0,0,0,0,3417,214,97,12,64,11,10,2005,26,10,3,1601.0,40207
1280250,20000,1123078,132,4,0,0,9,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,3170,666,250,46,11,3,3,1988,25,9,4,14.0,35829
